Survey ID,cat,polarity,polarity_score,sentence
110020182,Quality,positive,0.9560043811798096,"Excllent quality; easy to order, received promptly."
110020182,Shipment,positive,0.9560043811798096,"Excllent quality; easy to order, received promptly."
123460320,Cost,positive,0.9635112285614014,Great price and arrived even earlier than stated.
123460320,Quality,positive,0.9635112285614014,Great price and arrived even earlier than stated.
123460320,Shipment,positive,0.9635112285614014,Great price and arrived even earlier than stated.
133472112,Cost,positive,0.8940379619598389,"Price competitive with other sources, but delivery claimed to be faster. Was delivered as predicted, which greatly appreciated. The expiration date could have been a bit longer but should be ok. Product normally buy as recommended by manufacturer of machine using this product."
133472112,Shipment,positive,0.8940379619598389,"Price competitive with other sources, but delivery claimed to be faster. Was delivered as predicted, which greatly appreciated. The expiration date could have been a bit longer but should be ok. Product normally buy as recommended by manufacturer of machine using this product."
134550233,Others,neutral,0.5561981797218323,Don't know. Never received my order
134626563,Quality,positive,0.9134795665740967,[This review was collected as part of a promotion.] The HP cartridge has lasted longer than any black ink cartridge that I normally purchase
172491173,Quality,positive,0.9883513450622559,I am so pleased with the supply of ink in this small cartridge. It's so much better than ordering the regular cartridge more often.
172497739,Cost,positive,0.9718481302261353,Great price for an item I use all the time
181601745,Shipment,positive,0.9943482875823975,Received the proper ink I ordered even faster than expected. It appears to be fresh and prints just fine as expected. Will order again.
182986266,Quality,positive,0.9883513450622559,I am so pleased with the supply of ink in this small cartridge. It's so much better than ordering the regular cartridge more often.
183006613,Cost,positive,0.8966551423072815,little pricey but happy with it.
183006613,Quality,positive,0.8966551423072815,little pricey but happy with it.
245962716,Cost,positive,0.9656713604927063,Good product. No less expensive substitute available. Must always have ink backup for printer.
245962716,Quality,positive,0.9656713604927063,Good product. No less expensive substitute available. Must always have ink backup for printer.
311577643,Quality,positive,0.972841203212738,Great quality of printers ink.  Easy ordering through Walmart .
341475319,Others,positive,0.9091286659240723,Printer calls for 65 but this one would not sink with the printer. Replace empty printer cartridge and it would print even though it was out of ink. Never had any previous problem with HP.
360697737,Others,negative,0.9596819281578064,"I have tried to ask.fir help we have put new cartridges in and it won’t work abd is not letting me actually print out a decent piece of work . These are YOUR cartridges but you have ignored me trying to get it sorted . All get is a pink colour which is useless  so of no use at all this was a very expensive printer and it’s appalling that I have had no help whatsoever to get this up and running . I object to having to put in copious pieces of paper before it would print which makes the ink
Disappear so fast when it did work which wasn’t for very long . Absolute crap as far as I am concerned !!!"
369656281,Cost,negative,0.5792289972305298,"The printer is okay. However, the ink cartridges are too expensive."
370555451,Quality,negative,0.9699469208717346,The very first shipment of ink cartridges contained the wrong type of color cartridge. I used it and now I haven't been able to print in color despite exhausting all the trouble shooting tips. I don't remember when I bought the printer but it was after the very first shipment of ink.
370555451,Shipment,negative,0.9699469208717346,The very first shipment of ink cartridges contained the wrong type of color cartridge. I used it and now I haven't been able to print in color despite exhausting all the trouble shooting tips. I don't remember when I bought the printer but it was after the very first shipment of ink.
371427902,Cost,negative,0.90931636095047,"Very difficult  to connect to wifi. Cannot just print from phone. Constantly having to reconnect, never got ink delivered,  but still paid for the service,  never will buy a HP again. Poor quality print, cannot just make copies with out a jam.
Ink always running out.
Very disappointed I this printer, door even use ot anymore, spent too much time trying to discontinue ink service, it was better to cancel my credit card than speak to a real person."
371427902,Quality,negative,0.90931636095047,"Very difficult  to connect to wifi. Cannot just print from phone. Constantly having to reconnect, never got ink delivered,  but still paid for the service,  never will buy a HP again. Poor quality print, cannot just make copies with out a jam.
Ink always running out.
Very disappointed I this printer, door even use ot anymore, spent too much time trying to discontinue ink service, it was better to cancel my credit card than speak to a real person."
371734697,Quality,negative,0.901483952999115,"Too hard to install, too small opening for paper to exit. My old hp printer was a better printer. 
After ho help my pages wouldn’t print color so had to take computer in to be reset."
372331830,Quality,negative,0.9852771759033203,"I was going to  sign up for the replacement order but feel the colour ink does not last at all well sadly, had this printer less than 2 months and it's already running low and I've printed less than 15 sheets in colour"
372522006,Quality,positive,0.39447957277297974,"It would be nice if I could tell if it was the black or color ink that needed replacing, & also if there is a simple way to tell I haven't found it yet. Also how can I print multiple pictures or the same picture multiple times on 1 sheet of paper."
372525403,Cost,negative,0.9537844657897949,the printer is good quality.  but i got stocked with it with no use because i was suscribed to automatic ink delivery and i have been trying to use it with no good results.  it ask my payment or something very complicated for me.
372525403,Quality,negative,0.9537844657897949,the printer is good quality.  but i got stocked with it with no use because i was suscribed to automatic ink delivery and i have been trying to use it with no good results.  it ask my payment or something very complicated for me.
372853730,Cost,negative,0.8679816126823425,"I am having problems with the print quality but its hopeless finding out what I need to do.
I have used one of your email addresses to request someone to ring me on 07719706004 but no one has had the decency to respond. I think it maybe something to do with sending me replacement cartridges far to soon as it has only started happening since I replaced them and their quality may have diminished sat in my office. I am paying more money each month for a service that is pathetic! Will this get actioned? doubt it!!!!!"
372853730,Quality,negative,0.8679816126823425,"I am having problems with the print quality but its hopeless finding out what I need to do.
I have used one of your email addresses to request someone to ring me on 07719706004 but no one has had the decency to respond. I think it maybe something to do with sending me replacement cartridges far to soon as it has only started happening since I replaced them and their quality may have diminished sat in my office. I am paying more money each month for a service that is pathetic! Will this get actioned? doubt it!!!!!"
372870081,Others,negative,0.9335841536521912,"I think its rediculous that if I cancel my subscription, that I can't use the ink I already have.  My usage changes from month to month, and I don't need to subscribe - but don't wnat to lose the ink I already have.  I will never recommend this to anyone."
372870337,Cost,negative,0.9206018447875977,"First, connecting a laptop to the printer wirelessly seems easy, it isn't.  This was bought for a business use where I go to teach classes.  I needed a way to scan and print at a motel, and then be able to have it work the next time.  Almost impossible to use, and I am not a computer novice.  Also, having paid for the ink program, not being able to use what was paid for is a complete rip-off.  I will never buy HP ever again."
373085725,Others,negative,0.8756541013717651,"when the instant ink service started instead of being delivered it was taken to a post office for me to pick up, this is not convenient I may as well just go to the store and buy ink when I need it. I will be cancelling this service. this seems the only option to contact hp when possibly a person may read the feedback, your app and website appear to have zero options to contact actual humans"
373115520,Others,negative,0.6909343004226685,Took too long to figure out how to get connected to internet to even get an ink account set up
373126083,Cost,negative,0.9571352005004883,"The price of ink and the printer does a lot of maintenance on itself making you wait to print one page longer than I like. Plus I hate the instant ink subscription program. I had a lot of problems with it on my other HP printer. Substitute cartridges, would not let me use HP ink I bought when I was out and needed to print. I would NOT recommend that program. I gave friends against HP because of that ink program."
373126083,Instant Ink,negative,0.9571352005004883,"The price of ink and the printer does a lot of maintenance on itself making you wait to print one page longer than I like. Plus I hate the instant ink subscription program. I had a lot of problems with it on my other HP printer. Substitute cartridges, would not let me use HP ink I bought when I was out and needed to print. I would NOT recommend that program. I gave friends against HP because of that ink program."
373126083,Others,negative,0.9571352005004883,"The price of ink and the printer does a lot of maintenance on itself making you wait to print one page longer than I like. Plus I hate the instant ink subscription program. I had a lot of problems with it on my other HP printer. Substitute cartridges, would not let me use HP ink I bought when I was out and needed to print. I would NOT recommend that program. I gave friends against HP because of that ink program."
373410460,Others,negative,0.8692417740821838,"Frequent down-times and restorations needed.  Unstable process/printing.  I do not appreciate the need to be locked into a program of ink usage that involves both cartridge and paper renewal.  I bought several cartridges labeled to be specifically designed for my printer, but each time, they were rejected by your printer.  Too much ado about nothing.  It’s too customer unfriendly."
373411622,Others,negative,0.9055474400520325,"My first printer was messed up after several fail attempts and multiple hours on the phone i was finally able to get a working printer however it wasnt made clear by the package or any other details that The printer can not be used without internet. I feel i was scamed. $130 dollars of nothibg but problems. It is difficult to work because it would disconnect after each print, it never connected easy, then the wonderful get 6 mo free instant ink is a joke. It took 2 months to get ink. QI didn't receive ink yet I was charged several several months. Sorry HP but you dropped the ball on this one. If I could i would get my money back and give you this horrible printer back. I still own the printer because I refuse to give this problem box to anyone."
373423733,Cost,negative,0.7786836624145508,"The first 2 deliveries defective ink cartridges were sent.  Also, I notice the price has increased to over $7.00 and I was not notified about this and no explanation was given.  The Quality Control and Customer Communication need to improve."
373423733,Quality,negative,0.7786836624145508,"The first 2 deliveries defective ink cartridges were sent.  Also, I notice the price has increased to over $7.00 and I was not notified about this and no explanation was given.  The Quality Control and Customer Communication need to improve."
373423733,Shipment,negative,0.7786836624145508,"The first 2 deliveries defective ink cartridges were sent.  Also, I notice the price has increased to over $7.00 and I was not notified about this and no explanation was given.  The Quality Control and Customer Communication need to improve."
373434679,Others,negative,0.931379497051239,"Jams frequently, doesnt respond to the software, locked up when the year of ink ran out  ( we are a retired couple that used the printer for bill paying,) Doesnt scan easily these are the Main problems"
373443754,Others,positive,0.8120760321617126,"It’s easy to use. It updates itself!
Pictures come outstanding when pictures are on something your printing.
And when your almost out of ink you get a notice in your email, just press yes and you have fresh ink with in 5 days or less!
Pretty simple machine to operate!"
373580949,Others,positive,0.3823569416999817,"Well, I've not used it very much yet. I don't know how well the ink lasts, etc. Maybe after a couple of months you might get a 10."
373685818,Quality,positive,0.9861339330673218,I am really happy with my new HP printer.  The color and resolution of the copies are great and having it print on both sides of the paper is a real plus.
373747397,Others,negative,0.9496371150016785,"Needed a printer that I could print from anywhere.  Found this one & connecting was no problem - actually very easy.  Ordered the ink even though I don't use the printer that often but was convenient.  Worked first few times I have used it now I'm back to the same problem as my previous HP printer - ""printer off line""!!!  This is SO  frustrating!!  Restarting my computer to try to get it to work again!!!"
373757513,Cost,negative,0.5455331802368164,price higher than elsewhere
373757513,Others,negative,0.5455331802368164,price higher than elsewhere
